loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,delinq_2yrs,pub_rec_bankruptcies,loan_status
5000, 36 months,13.99,170.87,2 years,RENT,25000,0,0,Current
5200, 36 months,9.17,165.78,2 years,MORTGAGE,95000,0,0,Charged Off
10000, 60 months,13.67,230.98,1 year,MORTGAGE,52000,0,1,Fully Paid
5000, 36 months,11.47,164.81,4 years,RENT,70000,1,0,Late (31-120 days)
7500, 36 months,9.99,241.97,< 1 year,RENT,35000,0,0,Fully Paid
2825, 36 months,6.49,86.58,2 years,RENT,60000,0,0,Fully Paid
20000, 36 months,8.24,628.95,10+ years,MORTGAGE,70000,0,0,Current
30000, 60 months,15.99,729.39,10+ years,MORTGAGE,85008,1,0,Current
9600, 36 months,10.99,314.25,6 years,MORTGAGE,97000,0,0,Fully Paid
10800, 60 months,21.18,293.28,,RENT,27000,0,0,Fully Paid
16000, 36 months,8.9,508.06,< 1 year,MORTGAGE,105000,0,0,Fully Paid
30000, 60 months,16.01,729.71,10+ years,MORTGAGE,100000,0,0,Current
5600, 36 months,11.53,184.75,8 years,RENT,47000,0,0,Fully Paid
9100, 36 months,11.99,302.21,7 years,OWN,85000,0,1,Fully Paid
14000, 36 months,11.49,461.6,,MORTGAGE,46000,0,0,Fully Paid
20000, 36 months,9.49,640.57,10+ years,MORTGAGE,110000,0,0,Fully Paid
23500, 60 months,6.11,455.53,4 years,OWN,115000,0,0,Current
5025, 36 months,16.55,178.04,3 years,OWN,12000,0,0,Fully Paid
18000, 36 months,7.62,560.91,4 years,MORTGAGE,75000,0,0,Fully Paid
17000, 60 months,11.53,374.14,5 years,MORTGAGE,99000,0,0,Fully Paid
17000, 36 months,13.49,576.82,2 years,RENT,34000,0,0,Fully Paid
8850, 36 months,18.99,324.37,8 years,RENT,28000,0,0,Charged Off
9875, 36 months,11.99,327.95,< 1 year,RENT,36380,0,0,Fully Paid
18000, 36 months,6.89,554.89,3 years,MORTGAGE,124000,0,0,Fully Paid
10000, 36 months,8.39,315.17,10+ years,MORTGAGE,60000,0,0,Fully Paid
22000, 36 months,8.67,696.23,10+ years,MORTGAGE,62000,0,0,Fully Paid
18000, 60 months,10.99,391.28,9 years,MORTGAGE,70000,1,0,Fully Paid
16000, 36 months,11.49,527.55,5 years,MORTGAGE,102000,0,0,Current
15600, 60 months,11.99,346.94,1 year,MORTGAGE,42500,0,1,Current
14000, 36 months,14.08,479.04,< 1 year,RENT,61000,1,0,Current
6000, 36 months,12.73,201.39,5 years,RENT,40000,0,0,Current
13275, 36 months,13.59,451.07,7 years,RENT,50000,0,0,Current
6000, 36 months,9.43,192.01,5 years,RENT,89360,1,0,Current
18000, 36 months,6.97,555.55,10+ years,MORTGAGE,180000,0,0,Fully Paid
40000, 36 months,5.31,1204.42,10+ years,MORTGAGE,200000,0,0,Current
10000, 36 months,14.31,343.29,10+ years,RENT,55000,0,0,Fully Paid
10000, 36 months,17.27,357.88,10+ years,OWN,65000,0,0,Fully Paid
5000, 36 months,19.92,185.62,10+ years,RENT,160000,0,0,Fully Paid
10000, 60 months,12.62,225.6,10+ years,MORTGAGE,110000,0,0,Current
23000, 36 months,18.06,832.2,10+ years,MORTGAGE,77000,1,0,Fully Paid
10000, 36 months,7.26,309.97,9 years,RENT,75000,1,0,Fully Paid
13200, 60 months,23.99,379.67,2 years,OWN,31000,0,0,Current
11200, 36 months,9.16,357,,OWN,60000,0,1,Charged Off
23000, 60 months,15.61,554.57,2 years,MORTGAGE,114000,0,0,Current
13000, 36 months,6.07,395.9,6 years,MORTGAGE,75000,0,0,Current
5000, 36 months,9.17,159.4,10+ years,MORTGAGE,80000,1,0,Fully Paid
15000, 60 months,19.03,389.36,10+ years,MORTGAGE,60000,0,0,Charged Off
24775, 60 months,13.49,569.95,5 years,RENT,140000,0,0,Fully Paid
28200, 60 months,16.59,694.65,8 years,MORTGAGE,82000,0,0,Current
12900, 60 months,20.99,348.92,9 years,RENT,38000,0,0,Current
16000, 60 months,24.5,464.95,10+ years,RENT,96000,0,0,Fully Paid
6750, 36 months,15.31,235.02,3 years,RENT,45000,0,0,Fully Paid
25000, 36 months,12.49,836.23,1 year,MORTGAGE,94300,2,0,Fully Paid
5000, 36 months,7.9,156.46,< 1 year,RENT,90000,0,0,Fully Paid
24000, 60 months,9.99,509.82,3 years,MORTGAGE,105000,0,0,Charged Off
20000, 36 months,7.97,626.46,9 years,MORTGAGE,90000,0,0,Current
30000, 60 months,15.05,714.49,10+ years,MORTGAGE,149000,0,0,Current
6000, 36 months,7.07,185.46,10+ years,OWN,250000,0,0,Fully Paid
9900, 36 months,15.59,346.06,8 years,MORTGAGE,83632,0,0,Fully Paid
5000, 36 months,10.99,163.67,10+ years,RENT,65000,0,0,Fully Paid
7000, 36 months,9.75,225.05,2 years,RENT,46800,0,0,Fully Paid
10000, 36 months,17.99,361.48,6 years,MORTGAGE,66000,0,0,Charged Off
25000, 60 months,9.99,531.06,10+ years,MORTGAGE,97000,3,0,Fully Paid
25000, 36 months,10.08,315.78,10+ years,MORTGAGE,140000,0,0,Fully Paid
10000, 36 months,10.42,324.65,10+ years,MORTGAGE,52800,0,0,Fully Paid
10000, 36 months,5.32,301.15,,MORTGAGE,50000,0,0,Charged Off
17000, 60 months,25.29,501.87,10+ years,MORTGAGE,46000,0,1,Fully Paid
19200, 36 months,9.67,616.56,6 years,RENT,46907,0,0,Fully Paid
20000, 60 months,12.68,451.8,2 years,MORTGAGE,105000,0,0,Fully Paid
15000, 36 months,15.05,520.35,10+ years,MORTGAGE,112000,0,0,Current
6400, 36 months,11.05,209.68,10+ years,MORTGAGE,75000,0,0,Current
19000, 60 months,17.47,477.02,10+ years,MORTGAGE,94000,0,0,Current
12000, 36 months,13.11,404.97,9 years,MORTGAGE,116000,0,1,Fully Paid
20000, 60 months,25.57,593.73,7 years,MORTGAGE,180000,1,0,Charged Off
6825, 36 months,23.99,267.73,1 year,RENT,23000,0,0,Fully Paid
20000, 36 months,9.99,645.25,10+ years,MORTGAGE,85000,0,0,Fully Paid
5000, 36 months,9.44,160.03,1 year,RENT,51325,0,0,Current
18000, 36 months,18.45,654.82,10+ years,MORTGAGE,50000,0,1,Current
7000, 36 months,11.8,231.84,2 years,MORTGAGE,40000,0,0,Current
28000, 60 months,14.65,660.99,10+ years,MORTGAGE,175000,0,1,Fully Paid
14000, 60 months,12.62,315.83,10+ years,MORTGAGE,44000,0,1,Fully Paid
12000, 60 months,13.33,275.07,3 years,RENT,125000,0,0,Fully Paid
12000, 36 months,15.1,416.58,,MORTGAGE,89000,8,0,Charged Off
20000, 60 months,17.86,506.35,< 1 year,OWN,50000,1,0,Current
9000, 36 months,13.98,307.52,< 1 year,RENT,35000,0,0,Fully Paid
18000, 36 months,11.49,593.49,1 year,RENT,170000,0,0,Charged Off
4050, 36 months,14.99,140.38,3 years,RENT,55000,0,0,Charged Off
7000, 36 months,6.07,213.18,,RENT,40611,0,0,Current
15000, 60 months,7.89,303.36,3 years,OWN,87000,1,0,Fully Paid
12000, 36 months,15.31,417.81,7 years,MORTGAGE,49000,0,0,Charged Off
7550, 36 months,9.44,241.64,5 years,MORTGAGE,60000,0,1,Current
8400, 36 months,9.93,270.77,3 years,MORTGAGE,70000,3,0,Fully Paid
10000, 36 months,6.72,307.5,6 years,MORTGAGE,74000,0,0,Current
20000, 60 months,14.46,470.15,3 years,RENT,60707,0,0,Current
19725, 60 months,14.99,469.16,1 year,MORTGAGE,52000,0,0,Charged Off
12000, 60 months,18.99,311.23,2 years,MORTGAGE,88000,0,0,Fully Paid
6500, 36 months,8.39,204.86,9 years,RENT,65000,0,0,Fully Paid
16000, 60 months,13.67,369.57,3 years,MORTGAGE,48500,0,1,Charged Off
8000, 36 months,11.99,265.68,3 years,RENT,17300,0,0,Charged Off
9600, 36 months,8.39,302.56,1 year,RENT,45000,0,0,Fully Paid
29250, 36 months,14.85,1011.82,2 years,MORTGAGE,155000,0,0,Fully Paid
25000, 36 months,5.32,752.87,2 years,OWN,165000,0,0,Current
31500, 36 months,7.26,976.38,3 years,MORTGAGE,200000,0,0,Fully Paid
5000, 36 months,9.44,160.03,10+ years,RENT,50000,0,0,Current
10000, 36 months,10.42,324.65,10+ years,RENT,140000,0,0,Current
20000, 36 months,9.93,644.69,6 years,MORTGAGE,195000,8,0,Current
10500, 36 months,7.24,325.37,1 year,MORTGAGE,65000,0,0,Fully Paid
8000, 36 months,5.32,240.92,2 years,RENT,90000,0,0,Current
35000, 36 months,7.89,1095,1 year,MORTGAGE,156005,0,0,Fully Paid
4000, 36 months,14.49,137.67,7 years,RENT,36000,5,1,Charged Off
23000, 36 months,5.32,692.64,10+ years,MORTGAGE,60072,0,0,Current
25000, 60 months,17.76,631.58,7 years,RENT,59000,0,0,Fully Paid
20000, 60 months,16.99,496.95,4 years,MORTGAGE,83000,1,2,Current
15000, 60 months,11.49,329.82,10+ years,OWN,67500,0,0,Fully Paid
10000, 36 months,8.18,314.2,4 years,RENT,90000,0,0,Fully Paid
40000, 36 months,15.31,1392.7,8 years,MORTGAGE,140000,0,0,Charged Off
28000, 36 months,6.72,860.98,10+ years,MORTGAGE,256000,0,0,Current
35000, 60 months,17.57,880.61,,OWN,102000,1,0,Charged Off
7200, 36 months,13.99,246.05,2 years,MORTGAGE,40000,1,0,Current
12000, 60 months,16.99,298.17,10+ years,MORTGAGE,38000,1,0,Current
16200, 60 months,13.49,372.68,10+ years,MORTGAGE,36000,0,0,Fully Paid
20000, 36 months,22.74,771.49,4 years,RENT,70000,1,0,Fully Paid
10000, 60 months,22.7,280.19,8 years,MORTGAGE,73000,0,0,Fully Paid
18000, 60 months,10.99,391.28,3 years,OWN,80000,0,0,Fully Paid
27050, 60 months,25.69,804.94,8 years,RENT,110000,0,0,Fully Paid
11200, 60 months,25.49,331.97,4 years,RENT,25000,0,0,Current
26000, 60 months,18.99,674.32,3 years,MORTGAGE,135000,0,0,Charged Off
6000, 36 months,5.32,180.69,5 years,OWN,63357,0,0,Fully Paid
32000, 60 months,12.98,727.78,5 years,MORTGAGE,84000,0,0,Current
6500, 36 months,8.81,206.13,9 years,OWN,75460,0,1,Current
14750, 60 months,17.57,371.12,10+ years,MORTGAGE,71000,0,0,Fully Paid
35000, 36 months,14.08,1197.58,10+ years,MORTGAGE,132725,2,0,Late (31-120 days)
14000, 60 months,8.18,285.08,10+ years,RENT,52000,0,0,Current
8000, 36 months,13.59,271.84,9 years,RENT,53000,0,0,Fully Paid
6000, 36 months,16.02,211.01,2 years,RENT,97000,0,0,Fully Paid
7200, 36 months,13.59,244.65,,RENT,22908,0,0,Current
20000, 36 months,8.46,630.99,< 1 year,RENT,45000,0,0,Current
30000, 60 months,13.99,697.9,10+ years,MORTGAGE,100400,1,0,Current
15800, 36 months,12.29,526.98,,RENT,47592,0,0,Charged Off
10500, 36 months,11.99,348.71,7 years,RENT,65000,0,0,Fully Paid
5800, 36 months,12.79,194.84,2 years,MORTGAGE,75000,0,0,Current
23125, 60 months,15.61,557.58,10+ years,MORTGAGE,53000,0,0,Fully Paid
24000, 60 months,18.99,622.45,10+ years,MORTGAGE,98000,0,1,Charged Off
9000, 36 months,18.94,329.64,5 years,MORTGAGE,39000,0,0,Current
7500, 36 months,13.33,253.9,< 1 year,MORTGAGE,40000,0,0,Charged Off
8000, 36 months,17.09,285.59,10+ years,OWN,49000,0,0,Charged Off
5000, 36 months,6.92,154.21,9 years,RENT,41000,0,1,Fully Paid
5000, 36 months,7.97,156.62,4 years,RENT,38000,0,0,Fully Paid
16000, 60 months,13.59,368.9,10+ years,MORTGAGE,59000,1,0,Current
10000, 36 months,11.99,332.1,10+ years,RENT,28000,0,0,Current
5000, 36 months,12.29,166.77,< 1 year,RENT,38000,0,1,Fully Paid
35000, 36 months,7.35,1086.31,4 years,MORTGAGE,175176,0,0,Current
13000, 60 months,13.56,299.53,1 year,RENT,39000,0,0,Current
40000, 36 months,10.42,1298.59,9 years,OWN,219000,0,0,Current
30000, 36 months,12.62,1005.34,2 years,MORTGAGE,89046,0,0,Current
35000, 36 months,19.05,1283.85,10+ years,MORTGAGE,180300,3,0,Fully Paid
25000, 60 months,14.03,582.1,10+ years,MORTGAGE,115000,0,0,Current
34500, 60 months,13.67,796.87,10+ years,MORTGAGE,69000,0,0,Fully Paid
10000, 36 months,12.99,336.9,3 years,RENT,50000,0,0,Charged Off
3000, 36 months,16.78,106.63,7 years,MORTGAGE,95000,0,0,Fully Paid
7550, 36 months,14.09,258.38,< 1 year,MORTGAGE,62000,0,0,Fully Paid
16000, 60 months,9.93,339.41,10+ years,RENT,50000,0,0,Current
10000, 36 months,14.03,341.93,5 years,MORTGAGE,40000,1,1,Current
16425, 60 months,12.12,366.37,5 years,MORTGAGE,67500,0,0,Fully Paid
26850, 36 months,9.17,855.95,10+ years,MORTGAGE,70000,0,0,Fully Paid
12000, 60 months,13.49,276.06,< 1 year,RENT,30000,0,0,Current
21000, 36 months,12.29,700.42,10+ years,RENT,95000,0,0,Fully Paid
32400, 60 months,17.97,822.22,10+ years,MORTGAGE,72000,0,0,Current
35000, 60 months,13.99,814.21,2 years,MORTGAGE,128000,1,0,Current
10525, 36 months,8.24,330.99,2 years,RENT,100000,0,0,Current
2400, 36 months,8.24,75.48,10+ years,RENT,45000,1,0,Current
11000, 36 months,13.05,370.9,10+ years,MORTGAGE,54000,0,0,Fully Paid
15000, 36 months,6.49,459.67,10+ years,OWN,68000,0,0,Fully Paid
8400, 36 months,5.32,252.97,4 years,RENT,75000,0,0,Current
16000, 60 months,16.02,389.26,8 years,MORTGAGE,81000,0,1,Fully Paid
14000, 60 months,16.29,342.62,< 1 year,RENT,45000,0,1,Current
16000, 60 months,27.27,491.16,4 years,RENT,35000,0,1,Current
10000, 60 months,14.08,233.1,2 years,RENT,71000,2,0,Current
5600, 36 months,6.92,172.71,10+ years,MORTGAGE,118000,0,0,Fully Paid
14000, 36 months,13.56,475.51,10+ years,RENT,92000,0,0,Current
9000, 36 months,6.03,273.92,,OWN,32170,1,0,Fully Paid
4200, 36 months,12.73,140.97,2 years,RENT,60000,0,0,Current
20000, 36 months,15.61,699.3,,OWN,78888,0,0,Fully Paid
16600, 60 months,17.57,417.66,8 years,MORTGAGE,55000,0,0,Fully Paid
10000, 36 months,13.49,339.31,4 years,MORTGAGE,63000,0,0,Fully Paid
24000, 60 months,6.11,465.22,10+ years,MORTGAGE,80900,0,0,Current
14375, 36 months,12.99,484.29,4 years,RENT,62000,0,0,Fully Paid
10000, 36 months,11.05,327.63,7 years,MORTGAGE,40000,0,0,Current
3500, 36 months,13.8,119.29,4 years,MORTGAGE,74000,0,0,Fully Paid
35000, 36 months,7.9,1095.16,10+ years,MORTGAGE,150000,0,0,Fully Paid
32000, 60 months,13.99,744.42,1 year,MORTGAGE,220000,1,0,Current
1200, 36 months,16.29,42.37,8 years,RENT,68736,1,0,Fully Paid
32000, 60 months,16.99,795.12,9 years,RENT,82000,0,0,Current
8000, 36 months,13.67,272.15,9 years,RENT,56250,0,1,Fully Paid
12000, 36 months,9.75,385.8,4 years,RENT,62500,1,0,Current
9000, 36 months,11.31,295.98,4 years,MORTGAGE,42000,0,0,Current
5500, 36 months,10.42,178.56,6 years,RENT,40000,0,0,Current
8000, 36 months,9.16,255,10+ years,MORTGAGE,118000,0,0,Fully Paid
20000, 60 months,15.88,485.09,10+ years,RENT,57000,0,0,Fully Paid
1200, 36 months,11.49,39.57,10+ years,MORTGAGE,65000,0,0,Fully Paid
7650, 36 months,19.52,282.44,9 years,RENT,24000,0,0,Charged Off
8000, 36 months,15.31,278.54,8 years,MORTGAGE,102200,0,0,Fully Paid
6000, 36 months,6.68,184.39,< 1 year,RENT,27000,0,0,Fully Paid
11850, 36 months,14.46,407.66,10+ years,RENT,45000,0,1,Charged Off
8325, 36 months,12.12,276.99,< 1 year,RENT,24000,0,0,Fully Paid
14000, 60 months,17.09,348.62,2 years,RENT,54000,0,1,Current
15800, 36 months,14.09,540.7,5 years,RENT,45000,2,0,Fully Paid
5500, 36 months,7.07,170.01,2 years,RENT,30000,0,0,Current
32500, 60 months,12.29,727.72,1 year,MORTGAGE,155000,0,0,Current
22500, 36 months,6.67,691.35,10+ years,RENT,170000,0,0,Current
10000, 36 months,10.49,324.98,< 1 year,MORTGAGE,80000,1,1,Fully Paid
12000, 36 months,9.17,382.55,10+ years,OWN,56000,1,0,Charged Off
19000, 60 months,15.61,458.12,10+ years,MORTGAGE,43382,0,1,Fully Paid
12500, 36 months,16.91,445.1,10+ years,MORTGAGE,110000,4,0,Current
24950, 60 months,16.24,609.93,10+ years,MORTGAGE,66000,0,0,Charged Off
9600, 36 months,10.75,313.16,5 years,RENT,44000,0,0,Current
20000, 60 months,13.67,461.96,9 years,MORTGAGE,55000,0,1,Fully Paid
5000, 36 months,16.99,178.24,10+ years,MORTGAGE,80000,0,0,Fully Paid
4500, 36 months,10.91,147.14,10+ years,MORTGAGE,25584,0,0,Current
15000, 36 months,10.49,487.47,10+ years,MORTGAGE,51000,4,0,In Grace Period
4500, 36 months,9.44,144.03,10+ years,RENT,52000,0,0,Fully Paid
24250, 60 months,15.88,588.17,9 years,MORTGAGE,55000,1,0,Fully Paid
14000, 36 months,8.9,444.55,10+ years,MORTGAGE,120000,0,0,Fully Paid
15000, 36 months,7.49,466.53,8 years,RENT,98000,1,0,Fully Paid
26000, 36 months,19.99,966.13,6 years,RENT,70000,0,0,Fully Paid
6000, 36 months,12.39,200.41,,OWN,33000,0,0,Fully Paid
7000, 36 months,16.01,246.14,3 years,RENT,24000,0,1,Charged Off
13000, 36 months,6.89,400.75,8 years,MORTGAGE,90000,0,0,Fully Paid
18000, 60 months,9.44,377.51,< 1 year,MORTGAGE,105000,0,0,Current
8000, 36 months,10.99,261.88,< 1 year,MORTGAGE,60000,0,1,Fully Paid
15000, 60 months,18.55,385.41,10+ years,MORTGAGE,74000,0,0,Current
35000, 60 months,24.5,1017.07,10+ years,MORTGAGE,110000,0,0,Fully Paid
12000, 36 months,5.31,361.33,< 1 year,MORTGAGE,105000,0,0,Fully Paid
10000, 36 months,11.49,329.72,1 year,MORTGAGE,40000,0,0,Current
23425, 60 months,15.99,569.53,10+ years,MORTGAGE,52000,0,0,Fully Paid
20000, 36 months,8.59,632.19,5 years,RENT,90000,2,0,Fully Paid
16000, 60 months,14.49,376.37,8 years,OWN,45000,2,0,Charged Off
10000, 36 months,13.56,339.65,10+ years,MORTGAGE,60000,0,1,Fully Paid
8000, 60 months,18.39,204.85,2 years,RENT,24000,0,0,Fully Paid
29400, 60 months,12.62,663.24,3 years,MORTGAGE,55000,0,0,Current
20000, 36 months,9.44,640.1,5 years,MORTGAGE,64000,0,0,Current
18000, 60 months,12.69,406.71,,MORTGAGE,81804,0,1,Current
16000, 36 months,12.49,535.19,< 1 year,RENT,75500,1,1,Fully Paid
2000, 36 months,11.39,65.85,1 year,RENT,57000,0,0,Fully Paid
15000, 36 months,13.49,508.96,10+ years,RENT,100000,1,1,Fully Paid
35000, 36 months,16.46,1238.46,10+ years,RENT,65000,1,1,Current
11200, 60 months,13.99,260.55,3 years,RENT,25000,0,0,Current
28000, 60 months,16.02,681.21,10+ years,MORTGAGE,90480,0,0,Current
11200, 60 months,17.47,281.19,3 years,MORTGAGE,90000,1,0,Current
20000, 60 months,14.46,470.15,10+ years,MORTGAGE,65950,1,0,Current
5000, 36 months,11.05,163.82,,RENT,15000,0,1,Current
6000, 36 months,7.46,186.53,10+ years,RENT,55000,0,0,Fully Paid
21000, 60 months,15.05,500.14,< 1 year,MORTGAGE,55000,1,0,Current
14000, 36 months,11.49,461.6,,MORTGAGE,75000,0,1,Fully Paid
9600, 36 months,11.44,316.3,8 years,MORTGAGE,80316,0,1,Charged Off
8800, 36 months,10.42,285.69,7 years,MORTGAGE,70000,0,0,Current
12000, 36 months,12.13,399.32,5 years,RENT,46000,0,1,Current
20000, 60 months,14.52,470.78,10+ years,MORTGAGE,60000,0,0,Current
14900, 60 months,16.02,362.5,10+ years,OWN,34000,0,0,Current
3000, 36 months,13.59,101.94,,RENT,19800,1,0,Current
7000, 36 months,7.35,217.27,10+ years,MORTGAGE,55000,0,0,Current
35000, 60 months,19.97,926.71,10+ years,MORTGAGE,192000,0,0,Fully Paid
9500, 36 months,5.32,286.1,10+ years,MORTGAGE,70035.86,0,0,Current
12000, 36 months,15.99,421.83,6 years,MORTGAGE,125000,0,0,Fully Paid
5875, 36 months,14.98,203.61,10+ years,RENT,34000,0,1,Fully Paid
10000, 36 months,8.46,315.5,2 years,MORTGAGE,60000,0,0,Current
20000, 36 months,5.32,602.3,,MORTGAGE,95000,0,0,Fully Paid
10000, 36 months,12.62,335.12,9 years,MORTGAGE,65000,1,0,Current
3500, 36 months,10.49,113.75,3 years,MORTGAGE,50000,0,1,Charged Off
15000, 36 months,10.42,486.98,10+ years,MORTGAGE,75000,1,0,Current
16000, 60 months,16.02,389.26,10+ years,RENT,96400,0,1,Current
20000, 36 months,12.99,673.79,1 year,MORTGAGE,58000,0,0,Fully Paid
10000, 36 months,7.21,309.74,5 years,RENT,45000,1,0,Current
4500, 36 months,18.45,163.71,4 years,RENT,60000,1,0,Current
6000, 36 months,20,222.99,4 years,RENT,30000,1,0,Charged Off
5000, 36 months,19.19,183.77,2 years,RENT,20000,0,0,Charged Off
15000, 36 months,7.39,465.84,,MORTGAGE,36000,1,0,Fully Paid
35000, 36 months,15.31,1218.61,5 years,MORTGAGE,600000,0,0,Fully Paid
2000, 36 months,14.99,69.33,< 1 year,RENT,25000,0,1,Current
18000, 60 months,7.97,364.72,10+ years,OWN,73000,0,0,Fully Paid
35000, 36 months,13.67,1190.62,5 years,OWN,110000,1,0,Fully Paid
10000, 60 months,12.62,225.6,10+ years,MORTGAGE,61000,0,0,Current
25000, 36 months,15.99,878.81,2 years,RENT,55000,1,0,Current
20000, 60 months,16.01,486.47,2 years,RENT,46000,0,0,Current
24000, 36 months,6.99,740.95,10+ years,MORTGAGE,100000,0,1,Fully Paid
12000, 36 months,15.05,416.28,3 years,MORTGAGE,115000,0,0,Current
20000, 60 months,15.49,480.96,10+ years,RENT,75480,0,0,Current
17600, 60 months,17.86,445.59,3 years,RENT,50000,0,0,Fully Paid
5000, 36 months,12.73,167.83,10+ years,RENT,110000,0,0,Current
26400, 60 months,16.91,654.84,< 1 year,RENT,37000,0,1,Current
16850, 36 months,12.74,565.64,3 years,MORTGAGE,66700,0,0,Current
5000, 36 months,14.99,173.31,< 1 year,RENT,60000,0,0,Fully Paid
12000, 36 months,14.16,411.07,3 years,MORTGAGE,63500,0,0,Fully Paid
2000, 36 months,12.79,67.19,1 year,RENT,30964,0,0,Fully Paid
6000, 36 months,22.74,231.45,10+ years,MORTGAGE,89650,0,0,Charged Off
25000, 36 months,7.96,782.95,10+ years,MORTGAGE,120000,0,1,Current
26275, 60 months,17.57,661.09,1 year,MORTGAGE,85000,0,0,Fully Paid
6000, 36 months,10.91,196.18,10+ years,MORTGAGE,65000,1,0,Current
8400, 36 months,13.99,287.06,10+ years,RENT,34000,0,0,Charged Off
6000, 36 months,13.44,203.44,9 years,MORTGAGE,150000,2,0,Fully Paid
8225, 36 months,15.99,289.13,3 years,RENT,40000,0,0,Charged Off
14000, 36 months,11.99,464.94,10+ years,MORTGAGE,90000,1,0,Current
10000, 36 months,10.64,325.69,10+ years,MORTGAGE,60000,3,1,Fully Paid
15000, 36 months,11.99,498.15,10+ years,MORTGAGE,55000,0,1,Current
3500, 36 months,7.99,109.67,10+ years,MORTGAGE,33000,8,0,Current
10000, 36 months,11.99,332.1,10+ years,MORTGAGE,78000,0,0,Fully Paid
8000, 36 months,6.99,246.99,10+ years,MORTGAGE,52000,0,0,Fully Paid
12000, 60 months,29.49,384.5,10+ years,RENT,71760,0,0,Fully Paid
4800, 36 months,12.29,160.1,10+ years,RENT,55000,1,0,Fully Paid
13000, 60 months,10.08,276.73,,MORTGAGE,120000,0,0,Current
15000, 36 months,7.39,465.84,,OWN,45000,1,0,Current
23000, 36 months,9.44,736.12,1 year,RENT,150000,1,0,Current
3500, 36 months,17.86,126.29,8 years,MORTGAGE,60000,0,0,Fully Paid
12500, 36 months,15.8,438.23,10+ years,MORTGAGE,77000,1,0,Charged Off
21600, 36 months,13.59,733.95,< 1 year,MORTGAGE,71540,0,0,Current
19400, 36 months,15.61,678.32,< 1 year,RENT,54000,0,0,Fully Paid
3000, 36 months,25.34,119.82,10+ years,MORTGAGE,96000,0,0,Current
35000, 36 months,22.35,1343.02,10+ years,RENT,80500,1,0,Charged Off
19200, 36 months,7.89,600.69,10+ years,MORTGAGE,65000,2,0,Fully Paid
20000, 36 months,13.85,682.08,1 year,RENT,61200,0,0,Does not meet the credit policy. Status:Fully Paid
3000, 36 months,14.59,103.4,5 years,RENT,48876,0,0,Fully Paid
10000, 36 months,13.06,337.23,3 years,RENT,33000,0,0,Charged Off
40000, 60 months,16.01,972.94,4 years,RENT,75000,0,0,Current
8000, 36 months,10.41,259.69,3 years,RENT,40000,0,0,Current
12000, 60 months,21.45,327.69,3 years,MORTGAGE,58000,0,0,Current
30000, 60 months,23.99,862.87,10+ years,MORTGAGE,155000,0,0,Charged Off
40000, 36 months,12.79,1343.72,10+ years,MORTGAGE,84000,0,0,Current
10000, 36 months,15.1,347.15,10+ years,RENT,100000,1,0,Charged Off
10000, 36 months,12.49,334.49,6 years,MORTGAGE,102000,0,0,Fully Paid
24000, 60 months,17.14,598.27,5 years,RENT,87000,0,0,Charged Off
11500, 60 months,11.99,255.76,3 years,RENT,61000,0,0,Current
18775, 36 months,11.14,615.92,10+ years,MORTGAGE,70000,0,0,Fully Paid
16800, 60 months,10.15,358.2,10+ years,RENT,70000,1,0,Fully Paid
24000, 36 months,21.49,910.26,10+ years,RENT,96000,0,0,Current
20000, 36 months,10.91,653.93,10+ years,MORTGAGE,183000,0,0,Current
36000, 36 months,8.08,1129.44,3 years,RENT,130000,0,0,Current
