Ticker,Name,Market Cap,Sector,Industry
CCUR,CCUR Holdings Inc,27366198200,Tech,"Technology Hardware, Storage & Peripherals"
NWG,NatWest Group Plc,27314277211,Financial Services,Banks
ARGX,Argen X SE,27090809599,Healthcare,Biotechnology
NDAQ,Nasdaq Inc - 144A,27086259901,Financial Services,Brokers & Exchanges
CTLR,Continental Resources Inc (OKLA),26961475199,Energy,Oil & Gas - E&P
RCL,Royal Caribbean Group,26887955761,Consumer Cyclical,Travel & Leisure
EXR,Extra Space Storage Inc,26794085984,Real Estate,REITs
PWR,Quanta Services Inc,26689023595,Industrials,Engineering & Construction
RYAAY,Ryanair Holdings Plc,26668227579,Industrials,Airlines
CAH,Cardinal Health Inc,26542169926,Healthcare,Medical Distribution
FICO,Fair Isaac Corp,26477158636,Technology,Application Software
TTWO,Take-Two Interactive Software Inc,26473220272,Technology,Application Software
CAJPY,Canon Inc,26175667128,Industrials,Industrial Products
MPWR,Monolithic Power System Inc,26090132460,Technology,Semiconductors
BAYRY,Bayer AG,26058599706,Unknown,Unknown
WIT,Wipro Ltd,26030656303,Technology,Application Software
WBD,Warner Bros. Discovery Inc - Class A,25982517704,Consumer Cyclical,Entertainment
WST,West Pharmaceutical Services Inc,25937841818,Healthcare,Medical Instruments & Equipment
COIN,Coinbase Global Inc - Class A,25911504657,Unknown Sector,Unknown Industry
ANSS,Ansys Inc,25908871112,Technology,Application Software
EFX,Equifax Inc,25837488591,Industrials,Business Services
WEC,WEC Energy Group Inc,25701605586,Utilities,Utilities - Regulated
VOD,Vodafone Group plc,25676506430,Communication Services,Communication Services
WTW,Willis Towers Watson Public Ltd Company,25626053874,Financial Services,Brokers & Exchanges
EC,Ecopetrol SA,25492350708,Energy,Oil & Gas - Integrated
DLTR,Dollar Tree Inc,25469937558,Consumer Defensive,Retail - Defensive
AWK,American Water Works Co. Inc,25398417591,Utilities,Utilities - Regulated
SBAC,SBA Communications Corp - Class A,25275935064,Communication Services,Communication Services
EIX,Edison International,25258729877,Utilities,Utilities - Regulated
SPLK,Splunk Inc,25095024000,Technology,Application Software
DB,Deutsche Bank AG,24979078672,Financial Services,Banks
EONGY,E. On SE,24975328085,Unknown,Unknown
NET,Cloudflare Inc - Class A,24625218048,Unknown Sector,Unknown Industry
XYL,Xylem Inc,24617492132,Industrials,Industrial Products
TEF,Telefonica S.A,24577730430,Communication Services,Communication Services
TU,Telus Corp,24548880000,Communication Services,Communication Services
AVB,Avalonbay Communities Inc,24500524066,Real Estate,REITs
CBRE,CBRE Group Inc - Class A,24309896620,Real Estate,Real Estate Services
KEYS,Keysight Technologies Inc,24208071980,Technology,Computer Hardware
RSTRF,Restaurant Brands International Ltd Partnership,24121464627,Unknown,Unknown
GLW,Corning Inc,24019970895,Technology,Computer Hardware
FTV,Fortive Corp,23877813356,Technology,Computer Hardware
GIB,CGI Inc - Class A,23876735346,Technology,Application Software
BNTX,BioNTech SE,23806162399,Unknown Sector,Unknown Industry
ZBH,Zimmer Biomet Holdings Inc,23786387373,Healthcare,Medical Devices
HEI,Heico Corp,23779807538,Industrials,Aerospace & Defense
HIG,Hartford Financial Services Group Inc,23777237540,Financial Services,Insurance
MTD,Mettler-Toledo International Inc,23582955398,Healthcare,Medical Diagnostics & Research
HUBS,HubSpot Inc,23391667817,Technology,Application Software
WY,Weyerhaeuser Company,23376628520,Basic Materials,Forest Products
RBLX,Roblox Corporation - Class A,23326246468,Unknown Sector,Unknown Industry
PCRFY,Panasonic Holdings Corporation,23251133241,Unknown,Unknown
CHD,Church & Dwight Co. Inc,23153021759,Consumer Defensive,Consumer Packaged Goods
DAL,Delta Air Lines Inc,23130890581,Industrials,Airlines
APTV,Aptiv PLC,23086946385,Consumer Cyclical,Autos
GRMN,Garmin Ltd,23045024036,Technology,Computer Hardware
TLK,Telkom Indonesia (Persero) Tbk PT,22982434251,Communication Services,Communication Services
IX,Orix Corporation,22872960887,Financial Services,Credit Services
FNV,Franco-Nevada Corporation,22731429388,Basic Materials,Metals & Mining
TCOM,Trip.com Group Ltd,22631484598,Consumer Cyclical,Travel & Leisure
AEM,Agnico Eagle Mines Ltd,22562813647,Basic Materials,Metals & Mining
RMD,Resmed Inc,22444566964,Healthcare,Medical Instruments & Equipment
FRFHF,Fairfax Financial Holdings Ltd,22363601361,Unknown,Unknown
TW,Tradeweb Markets Inc Cls A,22320750858,Unknown Sector,Unknown Industry
STT,State Street Corp,22266585562,Financial Services,Asset Management
ICLR,Icon Plc,22183879410,Healthcare,Medical Diagnostics & Research
EBAY,EBay Inc,22159033720,Consumer Cyclical,Retail - Apparel & Specialty
VRSN,Verisign Inc,22087127112,Technology,Online Media
MT,ArcelorMittal,22061833352,Basic Materials,Steel
BR,Broadridge Financial Solutions Inc,22052418135,Industrials,Business Services
QSR,Restaurant Brands International Inc,21975384899,Consumer Cyclical,Restaurants
TROW,T. Rowe Price Group Inc,21927088878,Financial Services,Asset Management
RJF,Raymond James Financial Inc,21907477861,Financial Services,Brokers & Exchanges
RCI,Rogers Communications Inc - Class B,21641099087,Communication Services,Communication Services
DFS,Discover Financial Services,21613003214,Financial Services,Credit Services
TSCO,Tractor Supply Company,21591833326,Consumer Cyclical,Retail - Apparel & Specialty
DTE,DTE Energy Company,21578336935,Utilities,Utilities - Regulated
HWM,Howmet Aerospace Inc,21550234554,Industrials,Industrial Products
FE,Firstenergy Corp,21524023745,Utilities,Utilities - Regulated
AKZOY,Akzo Nobel N.V.,21510654048,Unknown,Unknown
EQR,Equity Residential Properties Trust,21411540897,Real Estate,REITs
ETR,Entergy Corp,21397190950,Utilities,Utilities - Regulated
NHYDY,Norsk Hydro,21373837723,Materials,Metals & Mining
WPM,Wheaton Precious Metals Corp,21354553390,Basic Materials,Metals & Mining
PINS,Pinterest Inc - Class A,21279402756,Unknown Sector,Unknown Industry
MOH,Molina Healthcare Inc,21271921000,Healthcare,Health Care Plans
BRO,Brown & Brown Inc,21140519207,Financial Services,Brokers & Exchanges
SE,Sea Ltd,20901615563,Unknown Sector,Unknown Industry
WAB,Westinghouse Air Brake Technologies Corp,20834649148,Industrials,Transportation & Logistics
ES,Eversource Energy,20781078567,Utilities,Utilities - Regulated
GMAB,Genmab,20769138471,Unknown,Unknown
MTB,M & T Bank Corp,20755195905,Financial Services,Banks
FCNCA,First Citizens Bancshares Inc (NC) - Class A,20609445859,Financial Services,Banks
INVH,Invitation Homes Inc,20420979996,Real Estate,REITs
ULTA,Ulta Beauty Inc,20393253908,Consumer Cyclical,Retail - Apparel & Specialty
HPE,Hewlett Packard Enterprise Company,20380156233,Technology,Communication Equipment
ALNY,Alnylam Pharmaceuticals Inc,20360106198,Healthcare,Biotechnology
NVR,NVR Inc,20313572737,Consumer Cyclical,Homebuilding & Construction
AEE,Ameren Corp,20231714195,Utilities,Utilities - Regulated
LYV,Live Nation Entertainment Inc,20204977272,Consumer Cyclical,Entertainment
TME,Tencent Music Entertainment Group,20176240274,Unknown Sector,Unknown Industry
CTRA,Coterra Energy Inc,20137064552,Energy,Oil & Gas - E&P
NOK,Nokia Corp,20034377891,Technology,Communication Equipment
STE,Steris Plc,20009161599,Healthcare,Medical Instruments & Equipment
SNAP,Snap Inc - Class A,19976762184,Technology,Online Media
KYOCY,Kyocera Corporation,19867500053,Unknown,Unknown
BEKE,KE Holdings Inc,19831337680,Unknown Sector,Unknown Industry
ROL,Rollins Inc,19722686855,Industrials,Business Services
FTS,Fortis Inc,19716315000,Utilities,Utilities - Regulated
UMC,United Micro Electronics,19648631669,Technology,Semiconductors
EXPE,Expedia Group Inc,19625184474,Consumer Cyclical,Travel & Leisure
TRGP,Targa Resources Corp,19512185410,Energy,Oil & Gas - Midstream
JXHLY,ENEOS Holdings Inc,19477268230,Unknown,Unknown
DOV,Dover Corp,19380917192,Industrials,Industrial Products
BGNE,BeiGene Ltd,19370767072,Healthcare,Biotechnology
GPC,Genuine Parts Company,19348135958,Consumer Cyclical,Retail - Apparel & Specialty
PPL,PPL Corp,19341203290,Utilities,Utilities - Regulated
PHM,PulteGroup Inc,19298033489,Consumer Cyclical,Homebuilding & Construction
TECK,Teck Resources Ltd - Class B - Class B (Sub Voting),19263210000,Basic Materials,Metals & Mining
FWONA,Liberty Media Corp (New Liberty Formula One) Series A,19241850791,Consumer Cyclical,Entertainment
ZM,Zoom Video Communications Inc - Class A,19210082374,Unknown Sector,Unknown Industry
IFF,International Flavors & Fragrances Inc,19141392849,Unknown Sector,Unknown Industry
OWL,Blue Owl Capital Inc - Class A,19109911773,Unknown Sector,Unknown Industry
CBOE,Cboe Global Markets Inc,18999364911,Financial Services,Brokers & Exchanges
MKL,Markel Group Inc,18961591314,Financial Services,Insurance - Property & Casualty
DRI,Darden Restaurants Inc,18943918503,Consumer Cyclical,Restaurants
CCL,Carnival Corp (Paired Stock),18898862245,Consumer Cyclical,Travel & Leisure
YUMC,Yum China Holdings Inc,18833487711,Consumer Cyclical,Restaurants
SIRI,Sirius XM Holdings Inc,18827774940,Consumer Cyclical,Entertainment
LH,Laboratory Corp Of America Holdings,18747760000,Healthcare,Medical Diagnostics & Research
JBHT,J.B. Hunt Transport Services Inc,18719841931,Industrials,Transportation & Logistics
STLD,Steel Dynamics Inc,18668122415,Basic Materials,Steel
KOF,Coca-Cola Femsa S.A.B. DE C.V.,18658751818,Consumer Defensive,Beverages - Non-Alcoholic
TDY,Teledyne Technologies Inc,18615184174,Technology,Computer Hardware
FITB,Fifth Third Bancorp,18513365303,Financial Services,Banks
IRM,Iron Mountain Inc,18471338966,Industrials,Business Services
PHG,Koninklijke Philips N.V.,18430464185,Healthcare,Medical Diagnostics & Research
REPYY,Repsol S.A,18386203753,Energy,"Oil, Gas & Consumable Fuels"
PTC,PTC Inc,18341906118,Technology,Application Software
WRB,W.R. Berkley Corp,18302180291,Financial Services,Insurance - Property & Casualty
BAX,Baxter International Inc,18164741144,Healthcare,Medical Instruments & Equipment
K,Kellanova Company,18137527053,Consumer Defensive,Consumer Packaged Goods
KUBTY,Kubota Corporation,18098724714,Industrials,Machinery
ARE,Alexandria Real Estate Equities Inc,18097021111,Real Estate,REITs
PBA,Pembina Pipeline Corporation,18072480000,Energy,Oil & Gas - Midstream
ZTO,ZTO Express (Cayman) Inc,17992269838,Industrials,Transportation & Logistics
VTR,Ventas Inc,17986293516,Real Estate,REITs
DKNG,DraftKings Inc - Class A,17946544761,Unknown,Unknown
CCJ,Cameco Corp,17912666925,Basic Materials,Metals & Mining
WBA,Walgreens Boots Alliance Inc,17860878635,Consumer Defensive,Retail - Defensive
VLTO,Veralto Corp,17833830000,Unknown Sector,Unknown Industry
CHKP,Check Point Software Technologies Ltd,17828349000,Technology,Application Software
HRL,Hormel Foods Corp,17802881225,Consumer Defensive,Consumer Packaged Goods
MKC,McCormick & Co. Inc (Non Voting),17749799166,Consumer Defensive,Consumer Packaged Goods
EG,Everest Group Ltd,17709094676,Financial Services,Insurance - Specialty
HOLX,Hologic Inc,17679919407,Healthcare,Medical Instruments & Equipment
RKT,Rocket Companies Inc Class A,17656853814,Unknown Sector,Unknown Industry
CNP,Centerpoint Energy Inc,17540605833,Utilities,Utilities - Regulated
PFG,Principal Financial Group Inc,17463901670,Financial Services,Insurance - Life
FDS,Factset Research Systems Inc,17461818245,Financial Services,Brokers & Exchanges
EXPD,Expeditors International Of Washington Inc,17459261627,Industrials,Transportation & Logistics
VIV,Telefonica Brasil S.A.,17406619253,Communication Services,Communication Services
CLX,Clorox Company,17398790276,Consumer Defensive,Consumer Packaged Goods
TYL,Tyler Technologies Inc,17330834727,Technology,Application Software
FLT,Fleetcor Technologies Inc,17281628929,Industrials,Business Services
LPLA,LPL Financial Holdings Inc,17269151479,Financial Services,Brokers & Exchanges
WMG,Warner Music Group Corp - Class A,17234181564,Unknown Sector,Unknown Industry
AKAM,Akamai Technologies Inc,17230079140,Technology,Application Software
CNHI,CNH Industrial NV,17224029011,Industrials,Farm & Construction Machinery
JBL,Jabil Inc,17080024919,Technology,Computer Hardware
TSN,Tyson Foods Inc - Class A,17070451971,Consumer Defensive,Consumer Packaged Goods
FSLR,First Solar Inc,17063110250,Technology,Semiconductors
AXON,Axon Enterprise Inc,16960798704,Industrials,Aerospace & Defense
BALL,Ball Corp,16883989945,Consumer Cyclical,Packaging & Containers
COO,Cooper Companies Inc,16785166553,Healthcare,Medical Instruments & Equipment
ATO,Atmos Energy Corp,16783683477,Utilities,Utilities - Regulated
BAH,Booz Allen Hamilton Holding Corp - Class A,16697547225,Industrials,Business Services
BLDR,Builders Firstsource Inc,16689891241,Basic Materials,Building Materials
CMS,CMS Energy Corporation,16648841171,Utilities,Utilities - Regulated
BMRN,Biomarin Pharmaceutical Inc,16638413429,Healthcare,Biotechnology
ALGN,Align Technology Inc,16630008542,Healthcare,Medical Devices
NTAP,Netapp Inc,16567483161,Technology,Computer Hardware
VRT,Vertiv Holdings Co - Class A,16560567898,Unknown Sector,Unknown Industry
DECK,Deckers Outdoor Corp,16530044685,Consumer Cyclical,Manufacturing - Apparel & Furniture
AER,Aercap Holdings N.V.,16518187228,Industrials,Transportation & Logistics
BG,Bunge Global SA,16501367072,Consumer Defensive,Consumer Packaged Goods
ERIC,Telefonaktiebolaget L M Ericsson,16470709571,Technology,Communication Equipment
WLK,Westlake Corporation,16391218188,Basic Materials,Chemicals
RPRX,Royalty Pharma plc - Class A,16357539627,Unknown Sector,Unknown Industry
WAT,Waters Corp,16331910436,Healthcare,Medical Diagnostics & Research
KB,KB Financial Group Inc,16091898036,Financial Services,Banks
HUBB,Hubbell Inc,16074824426,Technology,Computer Hardware
CINF,Cincinnati Financial Corp,16005602770,Financial Services,Insurance - Property & Casualty
STX,Seagate Technology Holdings Plc,15875952675,Technology,Computer Hardware
NTRS,Northern Trust Corp,15763368383,Financial Services,Asset Management
HBAN,Huntington Bancshares Inc,15738482058,Financial Services,Banks
RS,Reliance Steel & Aluminum Company,15682164096,Basic Materials,Steel
OMC,Omnicom Group Inc,15679258130,Consumer Cyclical,Advertising & Marketing Services
MGA,Magna International Inc,15647365000,Consumer Cyclical,Autos
J,Jacobs Solutions Inc,15608739498,Industrials,Engineering & Construction
ENTG,Entegris Inc,15489673929,Technology,Semiconductors
ILMN,Illumina Inc,15475408000,Healthcare,Medical Diagnostics & Research
TXT,Textron Inc,15451486570,Industrials,Aerospace & Defense
L,Loews Corp,15447342525,Financial Services,Insurance - Property & Casualty
SUI,Sun Communities Inc,15426695567,Real Estate,REITs
BSY,Bentley Systems Inc - Class B,15361843654,Unknown Sector,Unknown Industry
WSO,Watsco Inc - Class A,15329787599,Technology,Computer Hardware
AVY,Avery Dennison Corp,15294622273,Industrials,Industrial Products
MRO,Marathon Oil Corporation,15287544347,Energy,Oil & Gas - E&P
DGX,Quest Diagnostics Inc,15235901114,Healthcare,Medical Diagnostics & Research
DT,Dynatrace Inc,15227619396,Unknown Sector,Unknown Industry
SMCI,Super Micro Computer Inc,15166018767,Tech,"Technology Hardware, Storage & Peripherals"
RIVN,Rivian Automotive Inc - Class A,15151219528,Unknown Sector,Unknown Industry
WDC,Western Digital Corp,15100139531,Technology,Computer Hardware
RF,Regions Financial Corp,15051574410,Financial Services,Banks
SWKS,Skyworks Solutions Inc,15025937951,Technology,Semiconductors
XPEV,XPeng Inc,14965198545,Unknown Sector,Unknown Industry
